项目ID,项目编号,项目名称,项目金额,业务模式,业务条线,租赁模式,项目状态,客户ID,客户名称,客户经理ID,客户经理名称,部门ID,部门名称,机构ID,机构名称,项目资金用途,国家,省份,市,地区,详细地址,项目第一偿还来源,项目第二偿还来源,租赁物描述,争议解决方式,数据版本,创建人,创建时间,最后修改人,最后修改时间,单据来源主键,单据来源类型,出租人机构ID,业务单据类型,总裁审批状态,是否上预审会,是否上审决会,删除标识,审批结束时间,总裁审批通过时间,决策有效期,全投资内部收益率,租赁利率,调整方式,保证金比例及收取方式,手续费比例及收取方式,租金支付方式,审决会投票委员,项目来源,客户initId,项目初始化id,业务变更版本号,业务属性,业务类型,租赁物类型,项目资金类型,业务条线类型
yls_kflj700004lg3h,XM2019090009,威宁贵大坪子30MW集中式光伏项目,103200000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lg3j,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,草海镇威双大道,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 15:15:44,102610,2022-10-08 14:43:20,a824c7fc-fd65-4bbd-bab0-9529dd5a4aac,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,f5557e22-6fea-41d8-b2de-4e1132eec516,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700004lg4u,XM2019090010,威宁贵五嘎80MW集中式光伏直租,275200000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lg4w,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,,威宁彝族回族苗族自治县草海镇威双大道,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 15:32:50,102610,2022-10-08 14:43:20,0cd912a8-65de-42ff-955d-830bff0abfce,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,21073b81-9cdb-4fae-8486-7b42c66dfb28,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700004lggp,XM2019090011,威宁贵二塘梅花山50MW集中式光伏项目,172000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lggr,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,草海镇威双大道,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 16:00:17,102610,2022-10-08 14:43:20,f652e7a9-2545-4450-9c5b-2533c2b0764d,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,2aab7fff-7431-4e92-9d50-2cf29ce32bbd,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700004lgi0,XM2019090012,威宁贵么站二期60MW集中式光伏直租项目,206400000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lgi2,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,草海镇威双大道,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 16:06:22,102610,2022-10-08 14:43:20,c6ca9391-a97e-4bf3-8c34-604eac4529be,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,0e4bdabd-1174-42b4-8b5e-d13993fb984c,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700004lik5,XM2019090007,威宁贵乐利60MW集中式光伏直租项目,206400000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lik7,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,贵州省威宁彝族回族苗族自治县麻乍镇乐利村附近,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 14:26:03,102610,2022-10-08 14:43:20,b540c64d-9c72-4c0e-b294-418396de3bbb,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,32045ca5-8451-43c3-a3b3-06e68f558dfe,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700004lisu,XM2019090008,威宁贵松木坎80MW集中式光伏项目,275200000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lisw,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,贵州省威宁彝族回族苗族自治县麻扎镇岩格村及松木坎村,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 15:09:25,102610,2022-10-08 14:43:20,f18696eb-6313-4658-8277-c8ec114cfc9f,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,d8c8f2c8-e57c-443a-bfc8-d1198c546c3f,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700004lj6h,XM2019090013,威宁贵么站新旧房40MW光伏直租项目,137600000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lj6j,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,草海镇威双大道,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 16:14:11,102610,2022-10-08 14:43:20,4502f7bb-b27e-4ead-ad31-0377e5184c65,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,4400cb7b-d486-4492-a62a-9f2342c463d7,,未知,未知,光伏设备,设备采购,光伏
yls_kflj7000053hyf,XM2019100004,沈阳皇姑区、法库县九所学校电供暖项目,13500000.0,普通融资租赁,能源类市场化-其他,直租,PASS,yls_kflj7000053hyh,沈阳恒久安泰新能源热力有限公司,102555,郭振玉,yls_dev10000005bq0x,计划财务部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,,,,,,,固体蓄热储能设备,litigation,4,102656,2019-10-18 19:57:13,102656,2022-03-11 09:13:38,1bd2f2b2-fa83-446f-af0f-3c19397ce27e,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/11/04,,1,,,,,,,,,yls_kf100000011mie,05b53886-4d11-4aa8-b1ba-5065c0c96055,,未知,未知,储能设备,未知,其他能源
yls_kflj7000057gbt,XM2019100010,陕西国电投佳县乌镇50MW风电项目,418185100.0,普通融资租赁,新能源股东-风电,直租,PASS,yls_kflj7000057gbv,榆林国能新能源有限公司,102665,杨洋,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,,,,,,,风电设备,,4,102665,2019-10-29 17:03:12,102665,2021-12-22 11:33:43,20c72718-c8d6-4e78-9fb6-eb140acb5323,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/11/14,,1,,,,,,,,OTHER,yls_kflj70000513cc,1a60799c-2f58-4c86-9719-95379f41560b,,未知,未知,风电设备,未知,风电
yls_kflj700005dqok,XM2019110007,国电投湖北鄂沙洋金伏55MW光伏直租项目,215000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700005dqom,沙洋县金伏太阳能电力有限公司,102652,邹译萱,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,湖北省,荆门市,沙洋县,,电站收入,国家电投集团湖北绿动新能源有限公司出具担保承诺函,光伏发电设备及附属设施,litigation,4,102652,2019-11-14 08:52:54,102652,2021-03-09 11:42:59,bfdce532-89b7-495b-8403-ad0e2d5cae16,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/11/22,,1,,,,,,,,,yls_kflj700005dhgd,0c4e2f17-537a-4bc3-983a-bc2c982b53a5,,未知,未知,光伏设备,项目建设,光伏
yls_kflj700005dxs3,XM2019110009,国电投湖北鄂武穴金灿60MW光伏直租项目,247000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700005dxs5,武穴市金灿新能源有限公司,102652,邹译萱,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,湖北省,黄冈市,武穴市,,电站收入,国家电投集团湖北绿动新能源有限公司出具担保承诺函,光伏电站,litigation,4,102652,2019-11-14 16:18:10,102652,2021-03-09 11:42:59,77fc1801-b566-46d7-9869-366c57a661d1,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/11/22,,1,,,,,,,,,yls_kflj700005dhjo,89e1221c-767c-4bb2-8c06-303cc6c27d71,,未知,未知,光伏设备,项目建设,光伏
yls_kflj700005e019,XM2019110008,国电投湖北鄂沙洋金源46MW光伏直租项目,178000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700005e01b,沙洋县金源新能源有限公司,102652,邹译萱,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,湖北省,荆门市,沙洋县,,电站收入,国家电投集团湖北绿动新能源有限公司出具担保承诺函,光伏电站设备,litigation,4,102652,2019-11-14 15:54:33,102652,2021-03-09 11:42:59,e0632bf7-5a1b-4848-a0b1-12658a4881e3,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/11/22,,1,,,,,,,,,yls_kflj700005dhj7,e2354dda-ffe0-4748-b21b-fdf5b22d9a84,,未知,未知,光伏设备,项目建设,光伏
yls_kflj700005h63f,XM2019110015,易能智慧苏泰州96MWH储能项目,60000000.0,普通融资租赁,能源类市场化-其他,直租,PASS,yls_kflj700005h63h,泰州恒众能源科技有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,设备采购款,156.0,江苏省,泰州市,靖江市,江苏省靖江市经济开发区新港大道21号,电费收入,,储能电站的全套设备,litigation,3,102632,2019-11-25 09:35:00,102632,2022-10-08 15:02:53,9f7b7abb-a4f7-4e47-9f05-40d2f09790b6,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,2020/09/14,,1,,,,,,,,,yls_kflj7000054ee7,1a114aa5-a8bf-47af-aecc-0994ea02aa1a,,未知,未知,储能设备,设备采购,其他能源
yls_kflj700005l4cv,XM2019100006,吉电鄂天门81.4MW风电直租项目,600000000.0,普通融资租赁,新能源股东-风电,直租+回租,PASS,yls_kflj700005l4cx,天门谢家塆风电有限责任公司,102652,邹译萱,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,风电电站的发电设备及配套设施，构筑物的采购,156.0,湖北省,,,,,,风电电站的发电设备及配套设施，构筑物,litigation,4,102652,2019-12-02 08:13:43,102652,2019-12-03 15:02:34,2ae257b0-11c1-4e13-a41b-302945e79373,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/12/03,,1,,,,,,,,,yls_kflj700004zw4z,4962ed0a-8a99-454a-a9f6-ecd690404a1c,,未知,未知,风电设备,设备采购,风电
yls_kflj700006gpy9,XM2020020003,金平水电售后回租,150000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,yls_kflj700006gpyd,金平县红安电力开发经营有限公司,102661,龚建国,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,本次承租人申请融资金额为15000万元，置换平安租赁融资款（上海华瑞银行委托贷款）7500万元，置换平安租赁融资款3000万元，支付手续费保证金1200万元，预留一倍租金监管余额412万元，剩余约2800万元用于结算工程尾款。,156.0,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,,承租人发电收入,担保人其他收入,水电站大坝、发电机组等资产,litigation,4,102661,2020-02-27 09:38:42,102661,2022-10-08 15:44:32,18d4c20c-08a1-4083-8800-9e5363930054,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2020/04/20,,1,,,,,,,,,yls_kflj70000648oe,a32e2337-7183-4128-b266-1d09476a6b37,,未知,未知,水电设备,置换/偿还融资,其他能源
yls_kflj700006lodd,XM2020030002,精工赣上饶20MWp光伏回租项目,80000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kflj700006lode,德兴市精工能源科技有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,江西省,上饶市,德兴市,江西省上饶市德兴市铜矿区矿渣堆场,承租人发电收入,浙江精工能源科技集团有限公司为本项目租金偿还提供差额垫付保证,光伏发电设备及配套设施,litigation,4,102673,2020-03-12 09:11:13,102673,2021-08-11 14:15:35,9a58d725-5754-4e25-9630-5ccdfdecc26e,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2020/05/07,,1,,,,,,,,,yls_kflj700006kc1o,fae9344a-4660-4938-bf15-fecb2949e5c5,,未知,未知,光伏设备,未知,光伏
yls_kflj700006mnew,XM2020030003,恒久安泰浑南区电供暖项目,17900000.0,普通融资租赁,能源类市场化-其他,直租,PASS,yls_kflj700006mnex,沈阳恒久安泰新能源热力有限公司,102555,郭振玉,yls_dev10000005bq0x,计划财务部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,,,,,,,,供暖设备,litigation,4,102656,2020-03-16 15:12:11,102656,2022-02-21 15:24:29,d20b34ea-b286-48a9-8eb4-4068c15e733f,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2020/04/20,,1,,,,,,,,,yls_kf100000011mie,b9b41061-8325-4d51-8f13-febd3ee4c207,,未知,未知,供热设备,未知,其他能源
yls_kflj700006rtxg,XM2020030005,镇雄县合围水电售后回租项目,90000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,yls_kflj700006rtxh,镇雄县围合水电开发有限责任公司,102614,卢海亮,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,置换贷款，结算工程尾款,156.0,云南省,昭通市,镇雄县,,水电发电收入,,水轮机等设备,litigation,4,102615,2020-03-30 22:29:42,102615,2020-05-20 16:16:45,7f0e8a06-c5bd-4120-96d5-f93f35cb6bea,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,yls_kflj700006h41r,e71832d9-52e8-4b2a-be12-65e41c67cbbb,,未知,未知,水电设备,置换/偿还融资,其他能源
yls_kflj700006vwxi,XM2020040001,精工浙丽水30MWp光伏回租项目,120000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kflj700006vwxj,云和县中机能源有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,置换信托计划资金，便于将电站出售给国家电投黑龙江分公司。,156.0,浙江省,丽水市,云和县,浙江省丽水市云和县元和街道包山村和平里村,发电收益,浙江精工能源科技集团有限公司为本项目租金偿还提供差额垫付保证。,光伏发电设备及配套设施,litigation,3,102673,2020-04-07 16:23:28,102673,2021-08-11 14:15:35,d5f16061-3813-4bcc-b516-44b5ec452edd,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,2020/05/07,,1,,,,,,,,,yls_kflj700006mghk,2c8126ff-6467-4efd-8a3f-e4c95cc75ccb,,未知,未知,光伏设备,置换/偿还融资,光伏
yls_kflj700006w0cc,XM2020040002,精工浙衢州30MWp光伏回租项目,170000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kflj700006w0cd,衢州杭开新能源科技有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,置换银行贷款，便于项目国电投黑龙江公司收购,156.0,浙江省,衢州市,衢江区,大洲镇,光伏发电收益,股东差额垫付,光伏发电设备及其附属设施,compulsoryNotarization,3,102673,2020-04-07 16:50:38,102673,2021-08-11 14:15:35,d3e8c4a7-adfd-401a-a6f7-67eac9344ad4,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,2020/04/27,,1,,,,,,,,,yls_kflj700006mgyp,3256f6e1-95fb-44c6-a9db-f4e01b1b9694,,未知,未知,光伏设备,置换/偿还融资,光伏
yls_kflj700007clk0,XM2020050002,国电投湖北鄂潜江俊隆25.04MW分布式光伏直租项目,60000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700007clk1,江汉油田俊隆新能源潜江有限公司,102652,邹译萱,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,,,,,,,,litigation,3,102652,2020-05-09 08:41:14,102652,2021-03-09 11:42:59,9acf7209-7f51-49ab-b503-637653eba588,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,2020/05/19,,1,,,,,,,,,yls_kflj7000078naz,4c179f65-c6db-4104-8baa-9f54ee4dbf48,,未知,未知,未知,项目建设,光伏
yls_kflj700007hm5x,XM2020050005,洋县昊辰水电售后回租项目,45000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,yls_kflj700007hm5y,洋县昊辰水电发展有限责任公司,102673,王力平,yls_kflj70000m9trw,能源业务四部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,本次板桥二级水电站申请融资金额为4500万元，支付手续费135万，保证金225万元，预留一倍租金监管余额143万元，剩余3997万元为股东盘活资金款，修建宝鸡朱家滩水电站。,156.0,陕西省,汉中市,洋县,陕西省汉中市洋县东街151号三楼,水电发电收入,其他水电发电收入,水电站设备及其他资产,litigation,4,102661,2020-05-19 14:12:46,102661,2022-10-08 15:44:32,de9d0fdb-6030-4572-8fe8-ffc8e2dca2b2,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2020/05/28,,1,,,,,,,,OTHER,yls_kflj700006r5x8,25e491da-18b5-425a-acb6-06c5f8307007,,未知,未知,水电设备,其他,其他能源
yls_kflj700007wwrj,XM2020060001,中电建河南院豫濮阳市宝泰14.35MW风电直租项目,97700000.0,普通融资租赁,新能源股东-风电,直租,PASS,yls_kflj700007wwrk,濮阳市宝泰清洁能源有限公司,102664,谭晖,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,,,,,,,风力发电设备及附属设施,litigation,4,102664,2020-06-11 09:40:41,102664,2021-12-14 11:33:04,1448b0ef-ded7-4395-b12d-b8cd7dacc935,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2020/06/24,,1,,,,,,,,,yls_kflj700007tikd,5e772758-9b2f-4f2b-9b99-3539d7ee1397,,未知,未知,风电设备,未知,风电
yls_kflj700007wwza,XM2020060002,中电建河南院豫范县宝泰14.35MW风电直租项目,97700000.0,普通融资租赁,新能源股东-风电,直租,PASS,yls_kflj700007wwzb,范县宝泰风能有限公司,102664,谭晖,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,,,,,,,风力发电设备及附属设施,litigation,4,102664,2020-06-11 10:10:21,102664,2021-12-14 11:33:04,a7d4325f-6c67-41c6-9c63-126b110f1f86,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2020/06/24,,1,,,,,,,,,yls_kflj700007td3f,a20840ac-de96-4196-a169-63b0334e002f,,未知,未知,风电设备,未知,风电
yls_kflj700007x0nd,XM2020060003,中电建河南院豫濮阳县宝泰3.2MW风电直租项目,21800000.0,普通融资租赁,新能源股东-风电,直租,PASS,yls_kflj700007x0ne,濮阳县宝泰风能有限公司,102664,谭晖,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,,,,,,,风力发电设备及附属设施,,4,102664,2020-06-11 10:40:18,102664,2021-12-14 11:33:04,b8f499eb-ad5e-4409-b4c9-433c07d14808,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2020/06/24,,1,,,,,,,,,yls_kflj700007tdog,a83ebaf0-34b9-463f-b9aa-153c2a27dfdd,,未知,未知,风电设备,未知,风电
yls_kflj7000089w9y,XM2020060009,西乡县申汇水电开发有限公司售后回租项目,55000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,yls_kflj7000089w9z,西乡县申汇水电开发有限公司,102661,龚建国,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,本次乔山电站申请融资金额为5500万元，支付手续费165万，保证金275万元，预留一倍租金监管余额174万元，剩余4886万元为股东盘活资金款，修建宝鸡朱家滩水电站。,156.0,陕西省,汉中市,西乡县,陕西省汉中市西乡县鹿龄中路农业发展银行对面,水电发电收入,,水电站设备及其他资产,litigation,3,102661,2020-06-30 08:58:21,102661,2022-10-08 15:44:32,1a81c21d-e038-4ac5-8ba3-496636ee0989,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,2020/07/14,,1,,,,,,,,,yls_kflj700006r5x6,6181f9ea-a780-4bcb-8f0b-97ec37e94253,,未知,未知,水电设备,其他,其他能源
